quarter cycle,t,V_drive,i,i_m,v_C
1,2.6599999999999942E-05,0,37.68312656560524,4.90537311142924,112.29141283029625
1,2.669999999999994E-05,0,37.3884136012325,4.9406919756271455,112.6127633543568
1,2.679999999999994E-05,0,37.09382211389894,4.976062912003974,112.93087827225489
1,2.689999999999994E-05,0,36.79935789963108,5.0114850200886645,113.24575826443032
1,2.6999999999999938E-05,0,36.50502673883559,5.046957400375426,113.55740407697486
1,2.7099999999999937E-05,0,36.21083439621418,5.082479154340259,113.86581652146957
1,2.7199999999999936E-05,0,35.916786620679126,5.118049384457413,114.17099647482128
1,2.7299999999999935E-05,0,35.62288914526919,5.153667194215784,114.47294487909797
1,2.7399999999999934E-05,0,35.329147687066175,5.189331688135267,114.7716627413632
1,2.7499999999999933E-05,0,35.03556794711189,5.225041971783031,115.06715113350958
1,2.7599999999999932E-05,0,34.74215561032574,5.2607971517897525,115.35941119209124
1,2.769999999999993E-05,0,34.44891634542273,5.296596335865783,115.64844411815533
1,2.779999999999993E-05,0,34.15585580483209,5.332438632817259,115.93425117707255
1,2.789999999999993E-05,0,33.86297962461634,5.368323152562151,116.21683369836681
1,2.799999999999993E-05,0,33.5702934243909,5.404249006146259,116.49619307554381
1,2.8099999999999927E-05,0,33.277802807244264,5.4402153057591445,116.77233076591877
1,2.8199999999999927E-05,0,32.98551335965865,5.476221164750003,117.04524829044313
1,2.8299999999999926E-05,0,32.69343065143116,5.512265697643477,117.31494723353046
1,2.8399999999999925E-05,0,32.40156023559552,5.548348020155415,117.58142924288133
1,2.8499999999999924E-05,0,32.109907648344304,5.584467249208558,117.84469602930722
1,2.8599999999999923E-05,0,31.81847840895168,5.620622502948178,118.10474936655365
1,2.8699999999999922E-05,0,31.52727801969669,5.656812900757651,118.3615910911223
1,2.879999999999992E-05,0,31.236311965787067,5.693037563273967,118.6152231020923
1,2.889999999999992E-05,0,30.94558571528355,5.729295612403187,118.86564736094047
1,2.899999999999992E-05,0,30.65510471902475,5.765586171335827,119.11286589136087
1,2.9099999999999918E-05,0,30.364874410552527,5.801908364562194,119.35688077908331
