cycle,t,V_drive,i,i_m,v_C
65,0.0010229999999997845,0,52.80047339065522,-0.625883716634817,14.443712969463252
65,0.0010230999999997846,0,52.648609331696925,-0.6156512861448235,14.967500784240606
65,0.0010231999999997846,0,52.496132839962975,-0.6052905270849928,15.48969941774886
65,0.0010232999999997847,0,52.343048424825,-0.5948019713100621,16.01030160762188
65,0.0010233999999997847,0,52.18936059818236,-0.584186152131056,16.52930014091732
65,0.0010234999999997848,0,52.03507387436279,-0.5734436043009482,17.04668785415569
65,0.0010235999999997848,0,51.88019277002316,-0.5625748640003265,17.562457633358274
65,0.001023699999999785,0,51.724721804050496,-0.5515804688230589,18.076602414083993
65,0.001023799999999785,0,51.56866549746313,-0.5404609577619637,18.589115181465107
65,0.001023899999999785,0,51.412028373312,-0.5292168711944817,19.099988970241824
65,0.001023999999999785,0,51.254814956582166,-0.5178487508683525,19.60921686479581
65,0.0010240999999997851,0,51.097029774094516,-0.5063571398872939,20.116791999182578
65,0.0010241999999997852,0,50.93867735440762,-0.4947425826966856,20.62270755716279
65,0.0010242999999997852,0,50.77976222771979,-0.48300562506925665,21.12695677223244
65,0.0010243999999997853,0,50.620288925771305,-0.4711468140907781,21.62953292765194
65,0.0010244999999997853,0,50.46026198174686,-0.45916669814575956,22.130429356474117
65,0.0010245999999997854,0,50.29968593017817,-0.4470658269031518,22.629639441571104
65,0.0010246999999997855,0,50.13856530684678,-0.4348447513020538,23.127156615660137
65,0.0010247999999997855,0,49.97690464868704,-0.42250402353742617,23.622974361328264
65,0.0010248999999997856,0,49.814708493689324,-0.4100441970458099,24.117086211055955
65,0.0010249999999997856,0,49.65198138080341,-0.39746582649105194,24.60948574723963
65,0.0010250999999997857,0,49.48872784984205,-0.3847694677500368,25.100166602213108
65,0.0010251999999997857,0,49.32495244138475,-0.3719556778984249,25.589122458267934
65,0.0010252999999997858,0,49.160659696681776,-0.3590250151963985,26.07634704767267
65,0.0010253999999997859,0,48.99585415755829,-0.3459780390744145,26.561834152691084
65,0.001025499999999786,0,48.83054036631878,-0.3328153101189648,27.04557760559925
65,0.001025599999999786,0,48.66472286565161,-0.3195373900583451,27.52757128870158
65,0.001025699999999786,0,48.49840619853385,-0.3061448417484311,28.007809134345795
65,0.001025799999999786,0,48.33159490813624,-0.292638229158464,28.4862851249368
65,0.0010258999999997861,0,48.164293537728426,-0.2790181173568439,28.96299329294949
65,0.0010259999999997862,0,47.99650663058437,-0.26528507249693295,29.43792772094052
65,0.0010260999999997863,0,47.82823872988799,-0.2514396618028672,29.911082541558965
65,0.0010261999999997863,0,47.659494378638996,-0.2374824535553783,30.382451937555935
65,0.0010262999999997864,0,47.49027811955896,-0.22341401707762504,30.852030141793133
65,0.0010263999999997864,0,47.32059449499757,-0.20923492272103472,31.319811437250355
65,0.0010264999999997865,0,47.15044804683917,-0.19494574185115526,31.78579015703191
65,0.0010265999999997865,0,46.97984331640943,-0.18054704683351772,32.24996068437201
65,0.0010266999999997866,0,46.80878484438228,-0.16603941101950967,32.7123174526391
65,0.0010267999999997867,0,46.637277170687106,-0.15142340873225996,33.17285494533912
65,0.0010268999999997867,0,46.465324834416094,-0.13669961525253477,33.63156769611774
65,0.0010269999999997868,0,46.29293237373185,-0.12186860680464547,34.08845028876155
65,0.0010270999999997868,0,46.12010432577523,-0.10693096054236831,34.543497357198184
65,0.0010271999999997869,0,45.94684522657338,-0.09188725453487655,34.99670358549542
65,0.001027299999999787,0,45.773159610948056,-0.07673806775268498,35.44806370785923
65,0.001027399999999787,0,45.59905201242412,-0.06148398005360722,35.8975725086308
65,0.001027499999999787,0,45.424526963138284,-0.04612557216872614,36.345224822282546
65,0.001027599999999787,0,45.24958899374813,-0.03066342568837744,36.79101553341301
65,0.0010276999999997872,0,45.07424263334128,-0.015098123048146925,37.23493957674082
65,0.0010277999999997872,0,44.89849240934489,0.000569752485118466,37.67699193709758
65,0.0010278999999997873,0,44.72234284743533,0.01633961682728555,38.117167649419734
65,0.0010279999999997873,0,44.54579847144809,0.032210885090895425,38.55546179873942
65,0.0010280999999997874,0,44.36886380328799,0.04818297159910942,38.9918695201743
65,0.0010281999999997874,0,44.19154336283955,0.06425528989964018,39.426385998916345
65,0.0010282999999997875,0,44.013841667877706,0.08042725277866764,39.859006470219676
65,0.0010283999999997876,0,43.835763233978625,0.09669827227473965,40.28972621938731
65,0.0010284999999997876,0,43.657312574430925,0.11306775969265694,40.718540581756955
65,0.0010285999999997877,0,43.47849420014702,0.12953512561734226,41.145444942685764
65,0.0010286999999997877,0,43.29931261957477,0.1460997799276934,41.57043473753409
65,0.0010287999999997878,0,43.11977233860938,0.16276113181041976,41.99350545164828
65,0.0010288999999997878,0,42.93987786050552,0.17951858977386237,42.41465262034239
65,0.001028999999999788,0,42.75963368578972,0.19637156166179692,42.83387182887897
65,0.001029099999999788,0,42.57904431217304,0.2133194546672199,43.25115871244885
65,0.001029199999999788,0,42.39811423446391,0.23036167534611712,43.66650895614988
